label,pred,exec_time_ms
0,0,0.956406
0,0,0.816979
0,0,0.823021
0,0,0.768021
0,0,0.755834
0,0,0.811094
0,0,0.773594
0,0,0.765885
0,0,0.799896
0,0,0.862136
0,0,0.829219
0,0,0.828751
0,0,0.823438
0,0,0.901354
0,0,0.834062
0,0,0.822761
0,0,0.824479
0,0,0.909791
2,2,0.818385
0,0,0.865312
0,0,0.832188
0,0,1.400938
0,0,1.202188
0,0,0.88724
0,0,0.842188
0,0,0.861927
2,2,0.990105
0,0,1.165157
0,0,1.035729
0,0,0.934896
0,0,0.95474
0,0,0.888802
0,0,0.833229
0,0,0.79776
0,0,0.883438
1,1,1.000782
0,0,0.767969
0,0,0.756823
0,0,0.822136
0,0,0.762032
0,0,0.74875
0,0,0.751928
0,0,0.81474
2,2,0.821458
0,0,0.770156
0,0,0.784062
0,0,0.867032
0,0,0.764219
0,0,0.999428
0,0,0.785573
0,0,0.97948
0,0,0.78151
2,2,0.822864
0,0,0.778021
1,1,0.786562
0,0,0.822084
0,0,1.065104
0,0,0.884323
0,0,0.905834
0,0,0.856719
2,2,0.808959
0,0,0.82448
0,0,0.858646
0,0,0.797917
0,0,0.767604
0,0,0.74724
2,2,0.812552
2,2,0.75401
0,0,0.742292
1,0,0.745833
0,0,0.78276
0,0,0.755469
0,0,0.782813
0,0,0.760886
0,0,0.816198
0,0,0.891146
0,0,0.765052
0,0,0.785677
3,3,1.153855
0,0,0.781407
0,0,0.804688
0,0,0.768906
1,1,0.841094
0,0,0.852344
0,0,0.823437
0,0,0.807865
0,0,0.763073
0,0,0.868229
1,1,0.750052
0,0,0.751771
0,0,0.751303
2,2,0.880104
2,2,0.849167
0,0,0.752032
0,0,0.746771
0,0,0.793073
0,0,0.758645
2,2,0.752656
0,0,0.762969
0,0,0.820209
0,0,0.748959
0,0,0.744427
0,0,0.749479
0,0,0.749948
0,0,0.781667
2,2,0.745052
0,0,0.745313
0,0,0.75224
1,1,0.79974
0,0,0.75474
0,0,0.745729
0,0,0.747865
3,3,0.819531
2,2,0.761042
2,2,0.754844
0,0,0.750208
0,0,0.753126
0,0,0.799896
0,0,0.750625
2,2,0.752813
0,0,0.758021
0,0,0.784583
0,0,0.755156
0,0,0.760469
0,0,0.750261
0,0,0.755208
0,0,0.768282
0,0,0.755209
0,0,0.761354
2,2,0.751094
2,2,0.777865
0,0,0.753855
0,0,0.752917
0,0,0.751666
1,1,0.776198
0,0,0.745313
0,0,0.754896
0,0,0.74901
0,0,0.753073
0,0,0.777761
0,0,0.759323
0,0,0.752187
0,0,0.805885
0,0,0.829063
0,0,0.767448
0,0,0.754583
3,3,0.753854
2,2,0.798178
0,0,0.749219
2,2,0.75401
0,0,0.754114
0,0,0.751198
0,0,0.793906
0,0,0.756666
0,0,0.757969
0,0,0.757813
0,0,0.790052
0,0,0.773438
0,0,0.759948
0,0,0.757708
0,0,0.793229
0,0,0.761875
2,2,0.762084
0,0,0.759011
0,0,0.761719
0,0,0.807448
0,0,0.757865
0,0,0.757031
0,0,0.767031
0,0,0.84875
0,0,0.773958
0,0,0.847448
0,0,0.770208
0,0,0.820886
0,0,0.762708
0,0,0.764114
0,0,0.758178
0,0,0.797812
0,0,0.761511
0,0,0.754584
0,0,0.75526
0,0,0.760521
0,0,0.786406
0,0,0.76375
0,0,0.761823
0,0,0.775468
0,0,0.795312
0,0,0.755417
2,2,0.761458
0,0,0.76198
0,0,0.793385
0,0,0.765365
0,0,0.755781
0,0,0.757344
0,0,0.764114
0,0,0.802448
0,0,0.760677
0,0,0.754219
0,0,0.764115
0,0,0.795052
0,0,0.771354
0,0,0.805937
1,0,0.766771
2,2,0.784219
0,0,0.758802
0,0,0.761667
0,0,0.761615
0,0,0.765521
0,0,0.782083
0,0,0.759583
0,0,0.763125
0,0,0.759271
1,1,0.802448
2,2,0.765938
0,0,0.775469
0,0,0.770208
0,0,0.805469
0,0,0.75724
2,2,0.760209
0,0,0.764583
1,1,0.827396
0,0,0.769531
0,0,0.752083
0,0,0.75599
1,1,0.760781
0,0,0.805678
0,0,0.754115
2,2,0.761979
0,0,0.756615
0,0,0.796146
0,0,0.755625
0,0,0.800469
0,0,0.760521
0,0,0.791094
0,0,0.778959
0,0,0.76474
0,0,0.752552
0,0,0.758385
0,0,0.800781
2,2,0.767136
2,2,0.766511
0,0,0.751355
0,0,0.792812
0,0,0.759166
2,2,0.754583
0,0,0.753907
0,0,0.82151
0,0,0.751927
2,2,0.763907
0,0,0.753594
0,0,0.751823
1,1,0.813229
0,0,0.761823
0,0,0.77401
0,0,0.760157
0,1,0.77849
0,0,0.766198
2,2,0.76099
0,0,0.750521
2,2,0.778646
0,0,0.762917
0,0,0.822448
0,0,0.76349
0,0,0.77375
0,0,0.823333
0,0,0.76125
0,0,0.768438
0,0,0.752448
0,0,0.802344
1,1,0.748438
0,0,0.757969
0,0,0.752916
0,0,0.815156
0,0,0.769323
0,0,0.759895
0,0,0.766979
0,0,0.760834
0,0,0.80948
0,0,0.751146
0,0,0.776355
0,0,0.754479
0,0,0.803177
0,0,0.764479
2,2,0.756406
0,0,0.76526
0,0,0.822708
0,0,0.76026
0,0,0.762969
0,0,0.7475
2,2,0.797188
0,0,0.762084
0,0,0.81474
0,0,0.782761
0,0,0.751979
0,0,0.812969
0,0,0.76026
0,0,0.766198
1,1,0.756093
0,0,0.819896
0,0,0.763645
0,0,0.761718
0,0,0.772448
2,2,0.802917
0,0,0.756719
0,0,0.757865
0,0,0.758385
0,0,0.757552
0,0,0.84526
0,0,0.757032
0,0,0.754948
0,0,0.757135
0,0,0.776251
0,0,0.764896
0,0,0.758437
0,0,0.758177
0,0,0.835
0,0,0.756094
0,0,0.754167
0,0,0.759479
0,0,0.765209
0,0,0.762344
0,0,0.813802
0,0,0.754739
0,0,0.756458
0,0,0.820938
0,0,0.761459
0,0,0.758177
0,0,0.764427
0,0,0.798333
2,2,0.758386
0,0,0.773385
0,0,0.769687
0,0,0.790053
0,0,0.763646
0,0,0.76224
0,0,0.766042
0,0,0.76099
0,0,0.77625
0,0,0.769844
0,0,0.751875
0,0,0.753906
0,0,0.80099
0,0,0.769062
0,0,0.761927
0,0,0.784844
2,2,0.803229
0,0,0.760364
0,0,0.767396
0,0,0.767396
0,0,0.760468
0,0,0.873126
0,0,0.769792
0,0,0.761354
0,0,0.760468
0,0,0.797032
0,0,0.768229
0,0,0.762395
0,0,0.763959
0,0,0.791302
0,0,0.775469
0,0,0.759115
0,0,0.765989
2,2,0.808333
0,0,0.763229
0,0,0.763906
0,0,0.750834
0,0,0.763646
0,2,0.797812
0,0,0.761927
0,0,0.758958
0,0,0.760782
0,0,0.782292
0,0,0.756198
0,0,0.76651
0,0,0.755989
0,0,0.806198
0,0,0.756302
0,1,0.761615
2,0,0.754271
0,0,0.755313
0,0,0.884166
0,0,0.763386
0,0,0.760469
0,0,0.759896
2,2,0.784792
0,0,0.762917
0,0,0.756302
2,2,0.756718
0,0,0.794532
0,0,0.761406
0,0,0.765416
0,0,0.76276
0,0,0.760261
0,0,0.812605
0,0,0.764167
1,1,0.76125
0,0,0.768958
0,0,0.791355
0,0,0.76
0,0,0.7625
0,0,0.757865
0,0,0.822865
0,0,0.763698
0,0,0.768021
0,0,0.75625
0,0,0.759375
0,0,0.800469
0,0,0.761718
0,0,0.763438
0,0,0.766197
0,0,0.833229
0,0,0.769271
0,0,0.769323
0,0,0.760468
0,0,0.799427
0,0,0.758855
0,0,0.766615
0,0,0.760885
0,0,0.793855
0,0,0.759896
0,0,0.753802
0,0,0.769635
0,0,0.762031
0,0,0.804063
2,2,0.759636
0,0,0.763073
0,0,0.748854
0,0,0.810209
2,2,0.762448
0,0,0.760469
2,2,0.771823
0,0,0.795521
2,2,0.759948
0,0,0.758646
0,0,0.74849
0,0,0.762448
0,0,0.804687
0,0,0.75401
0,0,0.757969
2,2,0.757396
0,0,0.825834
0,0,0.766303
0,0,0.766198
0,0,0.756823
0,0,0.825625
0,0,0.759375
0,0,0.759167
0,0,0.755573
2,2,0.760573
0,0,0.788854
0,0,0.775261
0,0,0.754323
0,0,0.764687
0,0,0.808907
0,0,0.763802
0,0,0.765261
0,0,0.760156
0,0,0.800521
0,0,0.765885
0,0,0.758438
0,0,0.772084
0,0,0.773073
0,0,0.834479
0,0,0.762135
0,0,0.782135
0,0,0.762031
0,0,0.795313
0,0,0.756823
0,0,0.765937
0,0,0.757917
0,0,0.890052
0,0,0.775104
0,0,0.764532
0,0,0.764948
1,0,0.79875
1,0,0.761823
0,0,0.761511
0,0,0.762239
0,0,0.76427
0,0,0.851823
0,0,0.765573
0,0,0.764375
0,0,0.762604
0,0,0.799271
0,0,0.75802
0,0,0.765416
0,0,0.761823
0,0,0.786719
0,0,0.773542
0,0,0.758698
0,0,0.760313
0,0,0.778073
0,0,0.768281
0,0,0.760365
0,0,0.763906
0,0,0.760677
0,0,0.794063
0,0,0.764063
0,0,0.760104
0,0,0.796146
0,0,0.805521
0,0,0.760105
0,0,0.760313
0,0,0.770469
0,0,0.80625
0,0,0.770469
0,0,0.763438
0,0,0.769739
0,0,0.765521
0,0,0.804219
0,0,0.776302
0,0,0.777604
0,0,0.768073
0,0,0.819635
0,0,0.780157
0,0,0.76974
0,0,0.764271
0,0,0.79724
1,0,0.764219
0,0,0.768594
0,0,0.76526
0,0,0.806823
0,0,0.764219
0,0,0.760989
0,0,0.759167
0,0,0.759375
0,0,0.806927
0,0,0.761094
0,0,0.759635
0,0,0.818646
0,0,0.821562
0,0,0.767291
0,0,0.773385
0,0,0.773125
0,0,0.814115
0,0,0.761719
0,0,0.76401
0,0,0.767084
0,0,0.759792
0,0,0.803958
0,0,0.761771
0,0,0.760833
2,2,0.761771
0,0,0.798854
2,2,0.764636
0,0,0.763698
0,0,0.779167
0,0,0.798229
0,0,0.768906
0,0,0.768698
2,2,0.766511
0,0,0.812656
0,0,0.765261
0,0,0.77349
0,0,0.770469
0,0,0.77151
0,0,0.821614
0,0,0.756303
0,0,0.78026
0,0,0.814844
0,0,0.833542
0,0,0.773698
0,0,0.763177
0,0,0.762865
0,0,0.789688
0,0,0.764896
3,2,0.762396
0,0,0.768229
0,0,0.783698
2,2,0.756407
0,0,0.765261
0,0,0.757187
0,0,0.759636
0,0,0.811667
0,0,0.765208
0,0,0.775208
0,0,0.75901
1,0,0.865365
0,0,0.76625
0,0,0.767813
0,0,0.769896
0,0,0.823437
0,0,0.765938
0,0,0.772084
0,0,0.760469
0,0,0.768386
0,0,0.810208
0,0,0.766928
0,0,0.757812
0,0,0.836198
2,2,0.779531
3,3,0.764219
0,0,0.769114
0,0,0.761615
0,0,0.793125
0,0,0.77099
0,0,0.757865
0,0,0.755782
0,0,0.805833
0,0,0.760157
0,0,0.757344
0,0,0.763698
0,0,0.757552
0,0,0.813958
0,0,0.75474
0,0,0.761355
0,1,0.753854
1,1,0.881927
0,0,0.789063
2,2,0.774635
0,0,0.804428
0,0,0.849636
2,2,0.771562
0,0,0.754896
0,0,0.773489
0,0,0.809688
0,0,0.796666
0,0,0.765989
0,0,0.755886
0,0,0.824896
0,0,0.825625
0,0,0.785833
0,0,0.770156
0,0,0.776718
0,0,0.795677
0,0,0.756146
0,0,0.755834
0,0,0.757605
2,2,0.795365
0,0,0.756719
0,0,0.755833
0,0,0.766718
0,0,0.804114
0,0,0.765052
0,0,0.763958
0,0,0.753437
0,0,0.793125
0,0,0.816667
0,0,0.77276
0,0,0.763802
0,0,0.759739
0,0,0.789427
0,0,0.769167
0,0,0.760885
0,0,0.757864
0,0,0.79026
0,0,0.808802
0,0,0.785365
0,0,0.783594
0,0,0.804375
0,0,0.8125
0,0,0.779479
0,0,0.773073
0,0,0.7575
0,0,0.786146
0,0,0.774532
0,0,0.762187
0,0,0.7625
0,0,0.840469
0,0,0.758594
0,0,0.755261
2,2,0.762761
2,2,0.810208
2,2,0.765938
0,0,0.754219
0,0,0.756979
0,0,0.763593
0,0,0.801666
0,0,0.758958
0,0,0.757604
0,0,0.757604
0,0,0.801719
2,2,0.755
2,2,0.753229
0,0,0.754375
0,0,0.793281
0,0,0.778958
0,0,0.756719
0,0,0.812761
0,0,0.758594
0,0,0.825989
0,0,0.762917
0,0,0.767188
0,0,0.763646
0,0,0.816875
0,0,0.762917
0,0,0.760834
2,2,0.754948
0,0,0.798542
0,0,0.761719
0,0,0.780521
0,0,0.763333
0,0,0.801198
0,0,0.761615
0,0,0.759479
0,0,0.760834
2,2,0.77349
0,0,0.786406
0,0,0.769635
0,0,0.763958
0,0,0.773542
0,0,0.798385
0,0,0.76276
0,0,0.775
0,0,0.75927
0,0,0.813021
0,0,0.772604
0,0,0.760573
0,0,0.825938
0,0,0.769218
0,0,0.831302
0,0,0.75849
0,0,0.761198
0,0,0.760521
0,0,0.803802
0,0,0.755416
0,0,0.766511
0,0,0.760052
0,0,0.782136
0,0,0.768281
0,0,0.757188
1,1,0.761875
0,0,0.764375
0,0,0.778021
3,2,0.766615
0,0,0.757344
2,2,0.767292
2,1,0.788438
0,0,0.761511
0,0,0.758073
0,0,0.756302
0,0,0.793229
0,0,0.755885
0,0,0.759271
0,0,0.774688
0,0,0.764219
0,0,0.811615
0,0,0.757968
0,0,0.818333
0,0,0.760781
0,0,0.792761
0,0,0.758646
2,2,0.761094
0,0,0.755885
0,0,0.7875
0,0,0.763385
0,0,0.757448
0,0,0.756406
0,0,0.789948
0,0,0.757813
0,0,0.754688
0,0,0.759427
0,0,0.754271
2,2,0.781719
0,0,0.768855
0,0,0.777136
0,0,0.765
0,0,0.834635
0,0,0.762656
0,0,0.755208
2,2,0.75875
0,0,0.835521
0,0,0.76375
0,0,0.768177
2,2,0.758073
0,0,0.760261
0,0,0.819792
0,0,0.763177
1,0,0.84573
2,2,0.759687
0,0,0.792344
0,0,0.760885
0,0,0.75901
0,0,0.754271
0,0,0.783646
0,0,0.75875
0,0,0.760208
0,0,0.76698
0,0,0.798854
2,2,0.765312
0,0,0.758177
0,0,0.757031
0,0,0.765313
0,0,0.776198
0,0,0.757032
0,0,0.764323
0,0,0.759375
0,0,0.805626
0,0,0.75875
0,0,0.757187
0,0,0.755886
0,0,0.803906
0,0,0.76552
0,0,0.767396
0,0,0.762969
0,0,0.747656
0,0,0.798698
0,0,0.764479
2,2,0.795312
0,0,0.763073
0,0,0.791771
0,0,0.747605
0,0,0.753438
0,0,0.766146
0,0,0.810573
0,0,0.758073
0,0,0.758594
0,0,0.759218
0,0,0.752708
2,2,0.799063
0,0,0.760313
0,0,0.770104
0,0,0.756198
2,2,0.845782
0,0,0.759375
0,0,0.809636
0,0,0.759062
0,0,0.800416
0,0,0.766927
0,0,0.769844
0,0,0.775938
0,0,0.782344
0,0,0.814792
0,0,0.769428
0,0,0.764531
0,0,0.768125
1,1,0.810156
0,0,0.821459
2,2,0.764479
0,0,0.776718
0,0,0.800573
0,0,0.758177
0,0,0.763959
0,0,0.777396
0,0,0.778437
0,0,0.751407
0,0,0.760573
0,0,0.756823
0,0,0.753126
0,0,0.831093
0,0,0.78125
2,2,0.762657
2,2,0.761719
0,0,0.810625
3,3,0.765469
0,0,0.794166
0,0,0.771146
0,0,0.929427
0,0,0.799948
0,0,0.802292
1,0,0.917188
0,0,0.794219
2,2,0.791355
0,0,0.784687
0,0,0.773698
0,0,0.84099
0,0,0.776042
0,0,0.826354
0,0,0.774271
0,0,0.809583
0,0,0.772917
0,0,0.776094
0,0,0.769584
0,0,0.85974
0,0,0.776666
0,0,0.773906
0,0,0.788333
2,2,0.81875
0,0,0.775209
0,0,0.778594
0,0,0.773333
0,0,0.800469
0,0,0.780417
2,2,0.783125
0,0,0.777187
0,0,0.775364
0,0,0.803073
0,0,0.780885
0,0,0.780365
0,0,0.7775
0,0,0.820677
0,0,0.77474
0,0,0.773802
0,0,0.779271
0,0,0.805208
0,0,0.774323
1,0,0.78224
0,0,0.836771
0,0,0.835209
0,0,0.774011
1,1,0.772761
0,0,0.788125
0,0,0.823333
0,0,0.785834
0,0,0.787396
0,0,0.782032
0,0,0.774375
0,0,0.798698
0,0,0.770313
1,0,0.792031
0,0,0.79026
0,0,0.825104
0,0,0.784531
0,0,0.769375
0,0,0.775417
0,0,0.818073
0,0,0.776093
2,2,0.785313
0,0,0.775105
3,3,0.799062
0,0,0.779479
0,0,0.775781
0,0,0.778282
0,0,0.778802
0,0,0.841615
0,0,0.781927
0,0,0.782969
0,0,0.842761
0,0,0.832708
0,0,0.776146
0,0,0.774376
0,0,0.775261
0,0,0.799792
0,0,0.775157
0,0,0.780833
0,0,0.77625
0,0,0.845937
0,0,0.779635
0,0,0.78052
0,0,0.780312
0,0,0.830364
0,0,0.772657
0,0,0.768802
1,1,0.773281
0,0,0.780573
0,0,0.80125
0,0,0.770521
0,0,0.776928
0,0,0.777396
0,0,0.818542
0,0,0.770469
0,0,0.777969
2,2,0.775625
0,0,0.806511
0,0,0.776719
0,0,0.786823
0,0,0.772291
0,0,0.869479
3,3,0.798177
0,0,0.771458
1,1,0.772239
0,0,0.808437
2,2,0.78677
0,0,0.769896
0,0,0.774114
0,0,0.776667
0,0,0.854375
1,1,0.774636
0,0,0.774635
0,0,0.785208
0,0,0.81026
2,2,0.770625
0,0,0.775521
0,0,0.779531
0,0,0.82625
0,0,0.775312
0,0,0.772395
0,0,0.770781
0,0,0.810469
0,0,0.769271
0,0,0.771146
2,2,0.776198
0,0,0.767344
0,0,0.788229
0,0,0.793906
0,0,0.778646
0,0,0.851094
0,0,0.806667
0,0,0.778854
0,0,0.776198
0,0,0.782396
0,0,0.822188
0,0,0.794063
0,0,0.782865
0,0,0.777031
1,1,0.80224
0,0,0.78224
0,0,0.773803
0,0,0.772865
2,2,0.83599
0,0,0.786562
0,0,0.774844
0,0,0.773958
0,0,0.771875
0,0,0.811927
0,0,0.779115
0,0,0.791198
0,0,0.769375
0,0,0.813021
0,0,0.774844
0,0,0.772865
0,0,0.773178
2,2,0.79849
0,0,0.778646
2,2,0.775209
0,0,0.775
1,1,0.858021
0,0,0.780781
0,0,0.779114
0,0,0.778438
0,0,0.781615
0,0,0.794218
0,0,0.770885
0,0,0.771458
2,2,0.770833
2,2,0.817239
0,0,0.779323
0,0,0.770677
0,0,0.768281
0,0,0.806458
0,0,0.765313
0,0,0.77349
0,0,0.766302
0,0,0.798542
0,0,0.776875
0,0,0.778906
0,0,0.769791
0,0,0.767188
0,0,0.805469
0,0,0.772916
2,2,0.770417
0,0,0.768073
0,0,0.811146
0,0,0.771459
0,0,0.768542
0,0,0.768646
0,0,0.86349
0,0,0.775
0,0,0.770157
0,0,0.778542
0,0,0.830573
0,0,0.765729
0,0,0.770886
0,0,0.773178
2,2,0.774635
0,0,0.819427
2,2,0.775989
0,0,0.770052
0,0,0.768594
0,0,0.805417
0,0,0.775521
1,0,0.771406
0,0,0.768281
2,2,0.820833
1,1,0.78401
0,0,0.779844
0,0,0.775573
0,0,0.809584
0,0,0.775573
0,0,0.775573
0,0,0.775104
0,0,0.768645
2,2,0.819428
0,0,0.769427
0,0,0.774323
0,0,0.776458
0,0,0.914531
0,0,0.781771
0,0,0.781562
0,0,0.769583
0,0,0.823333
2,2,0.771718
0,0,0.768698
0,0,0.767969
0,0,0.802864
2,2,0.770781
0,0,0.769948
0,0,0.769948
0,0,0.797604
0,0,0.770677
0,0,0.780886
0,0,0.771146
0,0,0.769063
0,0,0.818698
0,0,0.775052
0,0,0.76927
0,0,0.774375
0,0,0.803542
0,0,0.769896
3,0,0.781354
0,0,0.770625
0,0,0.814375
0,0,0.773386
0,0,0.779844
0,0,0.775625
1,1,0.820834
0,0,0.813282
1,0,0.771303
0,0,0.771719
0,0,0.769167
0,0,0.799531
0,0,0.773958
0,0,0.770678
0,0,0.791511
0,0,0.792812
0,0,0.777448
0,0,0.771927
0,0,0.792292
0,0,0.902031
0,0,0.905729
0,0,0.873751
1,1,0.891927
0,0,1.044219
0,0,0.957969
0,0,0.866823
0,0,0.88125
0,0,0.779115
0,0,0.775156
0,0,0.789167
2,2,0.795105
0,0,0.781302
0,0,0.783073
0,0,1.056459
0,0,0.817604
0,0,0.804792
0,0,0.903489
0,0,0.800677
0,0,0.827864
0,0,0.774479
0,0,0.772396
0,0,0.766875
0,0,0.767552
2,2,0.81875
0,0,0.773855
0,0,0.768958
0,0,0.768385
0,0,0.817813
0,0,0.765625
0,0,0.768802
0,0,0.790157
0,0,0.849271
0,0,0.776771
0,0,0.783125
0,0,0.781302
0,0,0.813177
0,0,0.78125
0,0,0.774948
0,0,0.788802
1,1,0.803021
0,0,0.765834
0,0,0.772552
0,0,0.770626
0,0,0.768438
0,0,0.813385
0,0,0.775001
0,0,0.839479
0,0,0.775104
0,0,0.820781
0,0,0.776146
0,0,0.791302
0,0,0.77526
0,0,0.804948
0,0,0.770833
0,0,0.77526
0,0,0.771719
0,0,0.825312
0,0,0.784011
2,2,0.770781
0,0,0.772188
0,0,0.7725
0,0,0.8275
0,0,0.776667
0,0,0.777448
0,0,0.778281
0,0,0.795261
2,2,0.783334
0,0,0.775833
0,0,0.77875
0,0,0.808542
0,0,0.780573
0,0,0.774687
0,0,0.767083
0,0,0.804063
0,0,0.776094
0,0,0.813959
0,0,0.829115
0,0,0.764531
0,0,0.821823
0,0,0.780781
0,0,0.772813
0,0,0.782761
0,0,0.828437
0,0,0.793385
0,0,0.774687
0,0,0.771094
0,0,0.822812
0,0,0.770052
0,0,0.765782
0,0,0.771719
0,0,0.80599
0,0,0.777812
0,0,0.774427
0,0,0.770886
0,0,0.806302
0,0,0.78323
1,1,0.770261
0,0,0.77849
0,0,0.771354
0,0,0.812448
0,0,0.768177
0,0,0.76625
0,0,0.775261
2,2,0.803072
0,0,0.774635
0,0,0.781459
0,0,0.842656
0,0,0.828125
0,0,0.777136
0,0,0.783959
0,0,0.787969
0,0,0.814531
0,0,0.777708
0,0,0.773333
0,0,0.774896
0,0,0.777031
0,0,0.791511
2,2,0.781875
0,0,0.772344
0,0,0.77599
0,0,0.801771
0,0,0.776145
0,0,0.778281
0,0,0.775573
0,0,0.845365
0,0,0.774427
0,0,0.776458
0,0,0.77474
0,0,0.825521
0,0,0.775313
0,0,0.767917
0,0,0.775834
0,0,0.772812
0,0,0.802969
0,0,0.770261
0,0,0.77177
0,0,0.866146
0,0,0.815886
0,0,0.766146
0,0,0.785261
0,0,0.77401
0,0,0.810261
0,0,0.774063
0,0,0.776562
1,1,0.786615
0,0,0.798698
0,0,0.786719
0,0,0.765313
3,3,0.775521
0,0,0.816927
0,0,0.772343
0,0,0.773125
0,0,0.771666
0,0,0.776667
0,0,0.807812
0,0,0.769323
0,0,0.768959
0,0,0.783438
0,0,0.806041
0,0,0.775677
0,0,0.776302
0,0,0.772813
0,0,0.801771
0,0,0.766771
0,0,0.76875
0,0,0.767969
0,0,0.834948
0,0,0.772135
0,0,0.769011
0,0,0.768802
0,0,0.770312
0,0,0.797448
0,0,0.770208
0,0,0.786875
0,0,0.773542
0,0,0.823438
2,0,0.78349
0,0,0.771511
2,2,0.768958
0,0,0.805729
0,0,0.775157
0,0,0.766355
0,0,0.764635
0,0,0.831615
0,0,0.774011
0,0,0.764531
0,0,0.771354
0,0,0.779062
0,0,0.817292
0,0,0.763541
2,2,0.769063
0,0,0.768281
0,0,0.803594
0,0,0.771407
0,0,0.780052
0,0,0.844011
0,0,0.808542
0,0,0.77
0,0,0.772448
1,0,0.772292
0,0,0.812084
0,0,0.773125
0,0,0.773334
0,0,0.771823
0,0,0.766979
0,0,0.815105
0,0,0.773906
0,0,0.77599
0,0,0.764532
0,0,0.828229
0,0,0.770208
0,0,0.767031
0,0,0.773438
0,0,0.811719
0,0,0.780989
0,0,0.768438
2,2,0.769062
0,0,0.808177
0,0,0.769948
0,0,0.768698
0,0,0.775157
0,0,0.775209
0,0,0.791354
0,0,0.770521
0,0,0.782865
0,0,0.818854
0,0,0.833177
0,0,0.767709
2,2,0.773698
0,0,0.779896
0,0,0.805052
0,0,0.777396
0,0,0.785052
0,0,0.775886
0,0,0.831614
3,3,0.771042
0,0,0.773386
0,0,0.775521
0,0,0.812657
0,0,0.778125
0,0,0.772708
0,0,0.772604
0,0,0.769583
0,0,0.868958
0,0,0.768698
0,0,0.773906
0,0,0.777553
0,0,0.798385
2,2,0.779532
0,0,0.766719
0,0,0.764167
0,0,0.810313
0,0,0.776146
2,2,0.768906
0,0,0.787969
0,0,0.874739
0,0,0.781511
0,0,0.770052
0,0,0.769323
0,0,0.772604
0,0,0.83349
2,2,0.770938
0,0,0.779479
0,0,0.769271
0,0,0.804323
0,0,0.770834
0,0,0.768906
0,0,0.767032
0,0,0.794271
0,0,0.787448
0,0,0.767605
0,0,0.770625
0,0,0.813073
0,0,0.782083
0,0,0.777084
0,0,0.786094
0,0,0.781615
0,0,0.822865
0,0,0.786146
2,2,0.782187
0,0,0.775833
0,0,0.81974
0,0,0.776614
0,0,0.78599
0,0,0.77573
0,0,0.906667
0,0,0.781042
0,0,0.780157
